   1  0.000000  0.000000  0.000000
   2  0.000000  0.000000  0.392699
   3  0.000000  0.000000  0.785398
   4  0.000000  0.000000  1.178097
   5  0.000000  0.000000  1.570796
   6  0.000000  0.000000  1.963495
   7  0.000000  0.000000  2.356194
   8  0.000000  0.000000  2.748894
   9  0.000000  0.000000  3.141593
  10  0.000000  0.000000  3.534292
  11  0.000000  0.000000  3.926991
  12  0.000000  0.000000  4.319690
  13  0.000000  0.000000  4.712389
  14  0.000000  0.000000  5.105088
  15  0.000000  0.000000  5.497787
  16  0.000000  0.000000  5.890486
  17  0.000000  0.392699  0.000000
  18  0.000000  0.392699  0.392699
  19  0.000000  0.392699  0.785398
  20  0.000000  0.392699  1.178097
  21  0.000000  0.392699  1.570796
  22  0.000000  0.392699  1.963495
  23  0.000000  0.392699  2.356194
  24  0.000000  0.392699  2.748894
  25  0.000000  0.392699  3.141593
  26  0.000000  0.392699  3.534292
  27  0.000000  0.392699  3.926991
  28  0.000000  0.392699  4.319690
  29  0.000000  0.392699  4.712389
  30  0.000000  0.392699  5.105088
  31  0.000000  0.392699  5.497787
  32  0.000000  0.392699  5.890486
  33  0.000000  0.785398  0.000000
  34  0.000000  0.785398  0.392699
  35  0.000000  0.785398  0.785398
  36  0.000000  0.785398  1.178097
  37  0.000000  0.785398  1.570796
  38  0.000000  0.785398  1.963495
  39  0.000000  0.785398  2.356194
  40  0.000000  0.785398  2.748894
  41  0.000000  0.785398  3.141593
  42  0.000000  0.785398  3.534292
  43  0.000000  0.785398  3.926991
  44  0.000000  0.785398  4.319690
  45  0.000000  0.785398  4.712389
  46  0.000000  0.785398  5.105088
  47  0.000000  0.785398  5.497787
  48  0.000000  0.785398  5.890486
  49  0.000000  1.178097  0.000000
  50  0.000000  1.178097  0.392699
  51  0.000000  1.178097  0.785398
  52  0.000000  1.178097  1.178097
  53  0.000000  1.178097  1.570796
  54  0.000000  1.178097  1.963495
  55  0.000000  1.178097  2.356194
  56  0.000000  1.178097  2.748894
  57  0.000000  1.178097  3.141593
  58  0.000000  1.178097  3.534292
  59  0.000000  1.178097  3.926991
  60  0.000000  1.178097  4.319690
  61  0.000000  1.178097  4.712389
  62  0.000000  1.178097  5.105088
  63  0.000000  1.178097  5.497787
  64  0.000000  1.178097  5.890486
  65  0.000000  1.570796  0.000000
  66  0.000000  1.570796  0.392699
  67  0.000000  1.570796  0.785398
  68  0.000000  1.570796  1.178097
  69  0.000000  1.570796  1.570796
  70  0.000000  1.570796  1.963495
  71  0.000000  1.570796  2.356194
  72  0.000000  1.570796  2.748894
  73  0.000000  1.570796  3.141593
  74  0.000000  1.570796  3.534292
  75  0.000000  1.570796  3.926991
  76  0.000000  1.570796  4.319690
  77  0.000000  1.570796  4.712389
  78  0.000000  1.570796  5.105088
  79  0.000000  1.570796  5.497787
  80  0.000000  1.570796  5.890486
  81  0.000000  1.963495  0.000000
  82  0.000000  1.963495  0.392699
  83  0.000000  1.963495  0.785398
  84  0.000000  1.963495  1.178097
