   10.9185962326      0.0000000000
   10.7977944263      6.3589042796
   11.1642661525      5.6594128466
   11.0518947042      5.5316391174
   11.1124467424      5.5150224092
   10.7821685946      5.5055963121
   11.0224379902      5.4810691510
   10.8745179385      5.5003090446
   11.1577552950      5.4728563336
   10.8335655598      5.4687054893
   10.9679329798      5.4622943350
   11.0653172595      5.5847401263
   11.0911465360      5.3927249785
   10.9120518205      5.5382030096
   10.9145789406      5.4222054618
   11.2399591994      5.6264788642
   10.7752754732      5.5625497052
   11.2407273302      5.4855769589
   10.7891407182      5.4494243334
   11.1138307688      5.5039181525
   10.9922466181      5.5396306272
   11.2556078153      5.6313386133
   11.2662398588      5.3762714302
   10.7862232564      5.4876151805
   10.8973367004      5.5010165352
   11.0513969317      5.4340760443
   11.1408437169      5.6469216401
   11.0010670558      5.3579827870
   10.8549302822      5.5461244889
   11.0568696827      5.5275094118
   11.1127946473      5.5692978928
   10.9649836954      5.3677161858
   10.8900233675      5.5773061401
   11.1735583205      5.5428911896
   10.8483026954      5.3177276255
   10.8366213091      5.5302327015
   11.1783108639      5.5151309576
   10.7578502003      5.5817925361
   11.0595435514      5.4693070939
   10.7215593507      5.4305910107
   11.0944991581      5.4067397942
   11.0420142546      5.5124878391
   10.8587851600      5.4827325654
   11.0983027256      5.4369513678
   11.0978730162      5.6431358959
   11.0745564954      5.4155808791
   10.9723191579      5.5505955425
   11.0528485101      5.3706786305
   10.9221532820      5.4453902604
   11.0810310643      5.3913583903
   10.9269293104      5.5042534133
   11.0262851863      5.4216251718
   11.1201528652      5.4773938269
   11.1152924996      5.5274831158
   10.9138924392      5.4099070547
   10.9923076008      5.5965355456
   10.9661563616      5.3555827021
   11.3249046961      5.5763422096
   10.8995700012      5.4612898175
   10.8457790048      5.5204390837
   11.1779085431      5.4032899110
   10.9378744282      5.5102580869
   11.1051910108      5.4871078598
   11.1409111824      5.4182965115
   10.8550407757      5.5004767211
   10.9387294372      5.5417270140
   11.1246925483      5.5130292504
   11.0629898721      5.4790688064
   10.9779411361      5.3955313643
   11.2702357463      5.5355808919
   11.0614238610      5.4725071189
   10.9639813600      5.5177290082
   11.0727669042      5.5028854201
   10.8994269376      5.5024839332
   10.9350714302      5.4531616322
   10.9573351604      5.5411729647
   10.8724835129      5.4309701494
   11.1060024191      5.5098374487
   10.9939074683      5.4802584921
   10.8351184425      5.3471515031
   10.8864987287      5.4737174537
   11.2203465333      5.5071359781
   10.9065929665      5.6314351775
   10.8843334808      5.3996952828
   10.9929008885      5.4974570108
   11.0399307128      5.5474895663
   11.0002727599      5.5839294032
   11.0135263283      5.3779905660
   11.0291453920      5.4283182359
   11.1080179919      5.5673158546
   11.1756980388      5.5132013845
   10.9658007190      5.2368116166
   11.1838108881      5.5173289530
   10.8435831729      5.6128802864
   11.2125429027      5.5125488837
   11.1002322212      5.4650029408
   10.7783586139      5.4731335819
   10.9984658515      5.5269681166
   11.1707624101      5.5410290498
   10.7485239312      5.4733692580
   11.3433360897      5.4707664138
   10.6246902189      5.3132827821
   11.2012711187      5.4579421470
   10.7376734254      5.4211811227
   11.0095561582      5.4317958072
   11.0340768352      5.4537303040
