136  0.14510282E-13  0.10740536E-13
137  0.14587009E-13  0.25565497E-13
138  0.14662903E-13  0.18579472E-13
139  0.14905221E-13  0.16239121E-13
140  0.14917565E-13  0.33164993E-13
141  0.14983594E-13  0.25587122E-13
142  0.15148194E-13  0.41127790E-15
143  0.15257241E-13  0.10962270E-13
144  0.15357164E-13  0.38040999E-14
145  0.15548478E-13  0.11916103E-13
146  0.15637236E-13  0.23721436E-13
147  0.15710849E-13  0.99215181E-14
148  0.15918491E-13  0.27427916E-13
149  0.15989448E-13  0.31983062E-13
150  0.16056918E-13  0.98353234E-14
151  0.16160582E-13  0.51834681E-13
152  0.16204818E-13  0.55654485E-13
153  0.16327570E-13  0.28045745E-13
154  0.16399256E-13  0.21364224E-13
155  0.16473701E-13  0.19135554E-13
156  0.16546611E-13  0.13318398E-13
157  0.16648663E-13  0.50993481E-14
158  0.16778699E-13  0.63969286E-15
159  0.16889496E-13  0.54478523E-14
160  0.16840094E-13  0.10657557E-13
161  0.16900449E-13  0.23662585E-13
162  0.16985191E-13  0.30792235E-14
163  0.17232563E-13  0.37935625E-14
164  0.17298777E-13  0.43704992E-14
165  0.17398742E-13  0.57938700E-14
166  0.17466335E-13  0.17577789E-13
167  0.17574293E-13  0.33210314E-14
168  0.17707692E-13  0.11473987E-13
169  0.17787894E-13  0.16626301E-13
170  0.17848761E-13  0.14903911E-13
171  0.17940995E-13  0.42180969E-13
172  0.18021420E-13  0.41257240E-13
173  0.18103812E-13  0.22880137E-13
174  0.18255592E-13  0.10045182E-13
175  0.18339897E-13  0.20134657E-13
176  0.18368754E-13  0.47860875E-13
177  0.18433400E-13  0.40566968E-13
178  0.18509449E-13  0.25029596E-13
179  0.18651727E-13  0.81972114E-15
180  0.18687453E-13  0.17984403E-13
181  0.18789602E-13  0.43925233E-14
182  0.18916551E-13  0.16481628E-13
183  0.19003287E-13  0.20177911E-13
184  0.19089040E-13  0.17770264E-13
185  0.19163931E-13  0.19480875E-13
186  0.19329705E-13  0.10162700E-13
187  0.19430742E-13  0.61485392E-14
188  0.19412149E-13  0.63470739E-14
189  0.19491222E-13  0.11289614E-13
190  0.19579033E-13  0.17241399E-13
191  0.19678066E-13  0.10653071E-13
192  0.19725097E-13  0.28575287E-13
193  0.19839612E-13  0.53708185E-13
194  0.19925785E-13  0.27124105E-13
195  0.20033173E-13  0.43023270E-14
196  0.20051639E-13  0.26366970E-13
197  0.20116939E-13  0.42318828E-13
198  0.20203255E-13  0.41647374E-13
199  0.20303396E-13  0.27567413E-13
200  0.20379458E-13  0.55453511E-14
