  0.10918596E+02  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10797794E+02  0.00000000E+00  0.63589043E+01  0.00000000E+00  0.63589043E+01 -0.00000000E+00
  0.11164266E+02  0.00000000E+00  0.56594128E+01  0.00000000E+00  0.56594128E+01 -0.00000000E+00
  0.11051895E+02  0.00000000E+00  0.55316391E+01  0.00000000E+00  0.55316391E+01 -0.00000000E+00
  0.11112447E+02  0.00000000E+00  0.55150224E+01  0.00000000E+00  0.55150224E+01 -0.00000000E+00
  0.10782169E+02  0.00000000E+00  0.55055963E+01  0.00000000E+00  0.55055963E+01 -0.00000000E+00
  0.11022438E+02  0.00000000E+00  0.54810692E+01  0.00000000E+00  0.54810692E+01 -0.00000000E+00
  0.10874518E+02  0.00000000E+00  0.55003090E+01  0.00000000E+00  0.55003090E+01 -0.00000000E+00
  0.11157755E+02  0.00000000E+00  0.54728563E+01  0.00000000E+00  0.54728563E+01 -0.00000000E+00
  0.10833566E+02  0.00000000E+00  0.54687055E+01  0.00000000E+00  0.54687055E+01 -0.00000000E+00
  0.10967933E+02  0.00000000E+00  0.54622943E+01  0.00000000E+00  0.54622943E+01 -0.00000000E+00
  0.11065317E+02  0.00000000E+00  0.55847401E+01  0.00000000E+00  0.55847401E+01 -0.00000000E+00
  0.11091147E+02  0.00000000E+00  0.53927250E+01  0.00000000E+00  0.53927250E+01 -0.00000000E+00
  0.10912052E+02  0.00000000E+00  0.55382030E+01  0.00000000E+00  0.55382030E+01 -0.00000000E+00
  0.10914579E+02  0.00000000E+00  0.54222055E+01  0.00000000E+00  0.54222055E+01 -0.00000000E+00
  0.11239959E+02  0.00000000E+00  0.56264789E+01  0.00000000E+00  0.56264789E+01 -0.00000000E+00
  0.10775275E+02  0.00000000E+00  0.55625497E+01  0.00000000E+00  0.55625497E+01 -0.00000000E+00
  0.11240727E+02  0.00000000E+00  0.54855770E+01  0.00000000E+00  0.54855770E+01 -0.00000000E+00
  0.10789141E+02  0.00000000E+00  0.54494243E+01  0.00000000E+00  0.54494243E+01 -0.00000000E+00
  0.11113831E+02  0.00000000E+00  0.55039182E+01  0.00000000E+00  0.55039182E+01 -0.00000000E+00
  0.10992247E+02  0.00000000E+00  0.55396306E+01  0.00000000E+00  0.55396306E+01 -0.00000000E+00
  0.11255608E+02  0.00000000E+00  0.56313386E+01  0.00000000E+00  0.56313386E+01 -0.00000000E+00
  0.11266240E+02  0.00000000E+00  0.53762714E+01  0.00000000E+00  0.53762714E+01 -0.00000000E+00
  0.10786223E+02  0.00000000E+00  0.54876152E+01  0.00000000E+00  0.54876152E+01 -0.00000000E+00
  0.10897337E+02  0.00000000E+00  0.55010165E+01  0.00000000E+00  0.55010165E+01 -0.00000000E+00
  0.11051397E+02  0.00000000E+00  0.54340760E+01  0.00000000E+00  0.54340760E+01 -0.00000000E+00
  0.11140844E+02  0.00000000E+00  0.56469216E+01  0.00000000E+00  0.56469216E+01 -0.00000000E+00
  0.11001067E+02  0.00000000E+00  0.53579828E+01  0.00000000E+00  0.53579828E+01 -0.00000000E+00
  0.10854930E+02  0.00000000E+00  0.55461245E+01  0.00000000E+00  0.55461245E+01 -0.00000000E+00
  0.11056870E+02  0.00000000E+00  0.55275094E+01  0.00000000E+00  0.55275094E+01 -0.00000000E+00
